site_no,cluster,latitude,longitude,action_aep,flood_aep,moderate_aep,major_aep
07301500,3,35.16810838,-99.5073128,0.5074315307645006,0.32058992632920186,0.23773867496917578,0.15658756888382225
07308200,3,34.1795833,-99.3233333,0.6754078117466001,0.4860062591958908,0.2109773879118274,0.050327168781901195
07311500,3,34.22092454,-98.4531104,0.8933302857151121,0.8300432570749239,0.696175135694898,0.2555255651184212
07316500,3,35.62643705,-99.6684386,0.6127840466704674,0.44191591726522833,0.2785249765750079,0.12151553851992562
07325000,3,35.5308832,-98.9670296,0.9846880090926506,0.9530146204682212,0.8964569405350554,0.587936488473022
07332500,3,33.99704088,-96.2410985,0.6232555985263057,0.5353896781548759,0.4181439611561185,0.012274347092113294
07337900,3,34.09760677,-94.9021667,0.6600757939313449,0.6047990199258647,0.3583595896210976,0.18876378619026468
07343000,3,33.47483009,-95.5877347,0.468147291645785,0.3125288398586153,0.058506891309569986,0.0009537024470320682
07346045,3,32.7779173,-94.3574153,0.8884319565638259,0.8523382151183975,0.1622641373292609,0.002913839180574404
07349000,3,32.59759468,-93.3320309,0.822351232519662,0.7904207159586364,0.28220447948196886,0.05158904885887503
07369500,3,32.43208704,-91.36678139,0.6177334391250643,0.5262031413464491,0.4400226226648774,0.3620536505935664
07372200,3,31.7543363,-92.3445833,0.869536088238136,0.8543566936761756,0.34043589792434625,0.07489242214176388
07375000,3,30.6160223,-90.2486954,0.8300038385023326,0.772822171944981,0.6947397859660768,0.40036127218112294
07375500,3,30.50658047,-90.3617524,0.984356740037907,0.9416013349863368,0.6775169312133259,0.22963274544466403
07375800,3,30.93073559,-90.6734317,0.7604535314525096,0.7604535314525096,0.273705675276715,0.11944719434040073
07375960,3,30.68629707,-90.6431509,0.8681459999142662,0.677416744729006,0.11562474055086647,0.020197339523754656
07376000,3,30.5038016,-90.6773163,0.6970074919194473,0.6300317816278277,0.1727420181541673,0.018009806462989476
07376500,3,30.50435795,-90.545924,0.4571099811906105,0.3123107464329251,0.047000724444169646,0.0012872393007669395
07377000,3,30.8890694,-90.8445454,0.372218368308856,0.17209302045331326,0.029341845051956,0.008135370584427684
07378500,3,30.464079,-90.99038,0.8922644074434581,0.6248158565324161,0.18076352988899622,0.06624216899624412
08013000,3,30.99666667,-92.6736111,0.9965147911352147,0.9965147911352147,0.710858706841701,0.31760973704713563
08013500,3,30.6404757,-92.8140368,0.9507903146165915,0.931821406106621,0.8585988052969606,0.4515055438293501
08014500,3,30.69875,-92.8931944,0.7940870470021936,0.7940870470021936,0.413813326182078,0.1388663919036379
08014800,3,30.81880557,-93.2301619,0.8744991402259149,0.3294810279811539,0.1657615200001259,0.094729525202588
08015500,3,30.50255556,-92.9154167,0.964160230941601,0.8797151351979171,0.47225311685160665,0.1607780391181152
08017300,3,32.89790085,-96.2533118,0.9949918086503168,0.9896914956962413,0.6039780835335562,0.44077220048534566
08029500,3,30.81888889,-93.7855556,0.9080531607379807,0.8477563461533066,0.7163561437701744,0.2252535880198726
08031000,3,30.18632045,-93.9085058,0.7203251900701195,0.6476205280702907,0.5724026256932381,0.40097426848660017
08033900,3,31.86017169,-94.8232697,0.9492462182160328,0.8742624243668997,0.38449539484688827,0.024500024932855635
